customer_id|digital_affiliation_type|digital_affiliation_date|online_banking_affiliation_type|online_banking_affiliation_date|sms_affiliation_type|sms_affiliation_date|cutoff_date
13853397|NO|9999-12-31|SI|2017-07-01|NO|9999-12-31|2020-02-28
05892871|SI|2019-10-18|SI|2019-10-18|SI|2019-10-18|2020-02-28
32079061|SI|2017-08-28|SI|2017-08-28|SI|2014-07-04|2020-02-28
20723733|NO|9999-12-31|SI|2012-06-25|NO|9999-12-31|2020-02-28
61469323|NO|9999-12-31|SI|2013-06-27|NO|9999-12-31|2020-02-28
62967393|SI|2019-09-12|SI|2019-09-12|SI|2019-09-12|2020-02-28
18220889|NO|9999-12-31|SI|2016-07-15|NO|9999-12-31|2020-02-28
91006911|NO|9999-12-31|NO|9999-12-31|SI|2016-12-07|2020-02-28
33787266|SI|2017-07-21|SI|2014-04-17|SI|2017-07-21|2020-02-28
01746222|NO|9999-12-31|SI|2014-02-06|NO|9999-12-31|2020-02-28
06053874|NO|9999-12-31|SI|2018-07-31|NO|9999-12-31|2020-02-28
69368935|SI|2019-04-17|SI|2019-04-17|SI|2019-04-17|2020-02-28
27122720|SI|2018-11-02|SI|2018-11-02|SI|2018-11-02|2020-02-28
95837572|SI|2017-11-14|SI|2017-11-14|SI|2017-11-14|2020-02-28
92076208|NO|9999-12-31|SI|2013-06-06|NO|9999-12-31|2020-02-28
24973260|SI|2017-10-09|SI|2017-10-09|SI|2017-08-09|2020-02-28
47013099|NO|9999-12-31|SI|2016-04-22|NO|9999-12-31|2020-02-28
81558460|SI|2018-04-23|SI|2018-04-23|SI|2018-04-23|2020-02-28
40848274|NO|9999-12-31|SI|2015-08-12|NO|9999-12-31|2020-02-28
19045334|NO|9999-12-31|SI|2015-12-19|NO|9999-12-31|2020-02-28
23966463|SI|2018-08-22|SI|2018-08-22|SI|2016-09-07|2020-02-28
99996955|SI|2017-04-02|SI|2017-04-02|SI|2015-04-14|2020-02-28
78149679|SI|2019-05-18|SI|2019-05-18|SI|2019-05-18|2020-02-28
77816946|NO|9999-12-31|SI|2019-11-26|NO|9999-12-31|2020-02-28
70147663|NO|9999-12-31|SI|2014-03-27|NO|9999-12-31|2020-02-28
48452108|SI|2018-07-05|SI|2018-07-05|SI|2018-05-14|2020-02-28
63476504|NO|9999-12-31|NO|9999-12-31|SI|2019-07-30|2020-02-28
30968259|SI|2019-02-27|SI|2019-02-27|SI|2019-02-27|2020-02-28
79385611|NO|9999-12-31|SI|2014-04-14|NO|9999-12-31|2020-02-28
61499771|SI|2019-06-11|SI|2019-06-11|SI|2019-06-11|2020-02-28
99637379|NO|9999-12-31|NO|9999-12-31|SI|2018-01-22|2020-02-28
68761978|NO|9999-12-31|SI|2018-05-18|NO|9999-12-31|2020-02-28
93296018|SI|2017-05-29|SI|2015-11-17|SI|2017-05-29|2020-02-28
72601638|NO|9999-12-31|SI|2018-04-16|NO|9999-12-31|2020-02-28
62771607|SI|2016-04-08|SI|2016-04-06|SI|2016-04-08|2020-02-28
88021015|SI|2017-11-23|SI|2017-11-23|SI|2017-11-23|2020-02-28
94582008|NO|9999-12-31|SI|2016-11-19|NO|9999-12-31|2020-02-28
89374105|NO|9999-12-31|SI|2012-09-03|NO|9999-12-31|2020-02-28
31706996|SI|2019-08-31|SI|2014-08-22|SI|2019-08-31|2020-02-28
10001771|NO|9999-12-31|NO|9999-12-31|SI|2017-05-04|2020-02-28
33187128|SI|2018-06-14|SI|2018-06-14|SI|2018-06-14|2020-02-28
17584745|SI|2019-05-25|SI|2019-05-25|SI|2019-05-25|2020-02-28
48420077|SI|2016-11-04|SI|2016-02-22|SI|2016-11-04|2020-02-28
10870916|NO|9999-12-31|SI|2018-08-24|NO|9999-12-31|2020-02-28
91884312|SI|2019-09-14|SI|2019-09-14|SI|2016-09-02|2020-02-28
47091290|NO|9999-12-31|SI|2017-12-10|NO|9999-12-31|2020-02-28
67842641|SI|2019-03-06|SI|2019-03-06|SI|2019-03-06|2020-02-28
45404504|NO|9999-12-31|NO|9999-12-31|SI|2018-10-16|2020-02-28
95693435|NO|9999-12-31|NO|9999-12-31|SI|2017-11-06|2020-02-28
10991159|NO|9999-12-31|SI|2019-01-18|NO|9999-12-31|2020-02-28
50678330|SI|2019-11-26|SI|2019-11-26|SI|2019-11-26|2020-02-28
07521997|NO|9999-12-31|NO|9999-12-31|SI|2017-05-30|2020-02-28
58378290|SI|2019-05-10|SI|2019-05-10|SI|2019-05-10|2020-02-28
57974285|NO|9999-12-31|SI|2016-06-02|NO|9999-12-31|2020-02-28
28960486|NO|9999-12-31|NO|9999-12-31|SI|2016-07-19|2020-02-28
77409616|NO|9999-12-31|NO|9999-12-31|SI|2017-08-24|2020-02-28
15069442|NO|9999-12-31|SI|2018-06-28|NO|9999-12-31|2020-02-28
59426779|SI|2019-10-25|SI|2019-10-25|SI|2019-10-25|2020-02-28
53424583|SI|2019-03-12|SI|2019-03-12|SI|2019-01-23|2020-02-28
86233671|NO|9999-12-31|SI|2013-10-26|NO|9999-12-31|2020-02-28
68322655|SI|2017-05-25|SI|2016-11-09|SI|2017-05-25|2020-02-28
00019638|SI|2018-09-07|SI|2018-09-07|SI|2018-09-07|2020-02-28
04908273|SI|2018-10-03|SI|2018-08-15|SI|2018-10-03|2020-02-28
56498695|NO|9999-12-31|SI|2016-04-29|NO|9999-12-31|2020-02-28
28769661|NO|9999-12-31|SI|2015-10-26|NO|9999-12-31|2020-02-28
06093710|NO|9999-12-31|SI|2016-12-08|NO|9999-12-31|2020-02-28
02533026|NO|9999-12-31|SI|2014-09-19|NO|9999-12-31|2020-02-28
22670878|SI|2020-01-17|SI|2016-06-29|SI|2020-01-17|2020-02-28
64443941|NO|9999-12-31|SI|2016-04-09|NO|9999-12-31|2020-02-28
69348760|NO|9999-12-31|SI|2016-01-13|NO|9999-12-31|2020-02-28
41001530|NO|9999-12-31|SI|2015-07-08|NO|9999-12-31|2020-02-28
42148168|NO|9999-12-31|SI|2016-06-20|NO|9999-12-31|2020-02-28
57661112|SI|2017-05-21|SI|2017-05-21|SI|2016-10-31|2020-02-28
53493793|NO|9999-12-31|SI|2013-03-01|NO|9999-12-31|2020-02-28
33712730|NO|9999-12-31|SI|2015-11-03|NO|9999-12-31|2020-02-28
44104778|SI|2018-09-13|SI|2018-09-13|SI|2018-09-13|2020-02-28
37497227|NO|9999-12-31|SI|2018-05-11|NO|9999-12-31|2020-02-28
21719631|NO|9999-12-31|SI|2014-05-04|NO|9999-12-31|2020-02-28
97030408|SI|2016-04-10|SI|2016-03-07|SI|2016-04-10|2020-02-28
38539021|SI|2019-08-07|SI|2019-08-07|SI|2019-08-07|2020-02-28
95808109|SI|2018-05-15|SI|2018-05-15|SI|2018-05-11|2020-02-28
24594029|SI|2018-04-23|SI|2018-04-17|SI|2018-04-23|2020-02-28
02899628|NO|9999-12-31|SI|2012-08-27|NO|9999-12-31|2020-02-28
44759231|SI|2018-04-26|SI|2018-04-26|SI|2018-04-26|2020-02-28
72626802|NO|9999-12-31|SI|2011-09-09|NO|9999-12-31|2020-02-28
77022342|SI|2019-08-09|SI|2019-08-09|SI|2019-08-09|2020-02-28
15902227|NO|9999-12-31|SI|2012-12-09|NO|9999-12-31|2020-02-28
76994839|NO|9999-12-31|SI|2017-01-10|NO|9999-12-31|2020-02-28
44632577|SI|2017-04-01|SI|2016-05-25|SI|2017-04-01|2020-02-28
29297286|NO|9999-12-31|SI|2015-06-12|NO|9999-12-31|2020-02-28
35996559|NO|9999-12-31|SI|2020-01-15|NO|9999-12-31|2020-02-28
71204613|SI|2020-01-27|SI|2020-01-27|SI|2020-01-27|2020-02-28
31371479|SI|2019-02-11|SI|2014-07-16|SI|2019-02-11|2020-02-28
79291499|NO|9999-12-31|NO|9999-12-31|SI|2019-02-13|2020-02-28
64245331|NO|9999-12-31|NO|9999-12-31|SI|2016-09-16|2020-02-28
25960844|SI|2019-12-11|SI|2019-12-11|SI|2019-12-11|2020-02-28
23466726|SI|2018-05-25|SI|2018-05-25|SI|2018-05-25|2020-02-28
88775060|NO|9999-12-31|SI|2018-10-30|NO|9999-12-31|2020-02-28
61670120|NO|9999-12-31|SI|2013-01-10|NO|9999-12-31|2020-02-28
61296140|NO|9999-12-31|SI|2015-05-19|NO|9999-12-31|2020-02-28
13565726|NO|9999-12-31|SI|2019-03-07|NO|9999-12-31|2020-02-28
52625165|NO|9999-12-31|NO|9999-12-31|SI|2020-02-26|2020-02-28
51713855|NO|9999-12-31|SI|2013-05-06|NO|9999-12-31|2020-02-28
63823998|NO|9999-12-31|SI|2016-05-27|NO|9999-12-31|2020-02-28
13468353|SI|2017-08-01|SI|2017-08-01|SI|2017-06-28|2020-02-28
95945708|SI|2018-03-23|SI|2018-03-23|SI|2014-06-28|2020-02-28
91310214|NO|9999-12-31|SI|2019-03-08|NO|9999-12-31|2020-02-28
69483061|NO|9999-12-31|SI|2015-04-14|NO|9999-12-31|2020-02-28
80083009|NO|9999-12-31|SI|2018-09-01|NO|9999-12-31|2020-02-28
67649146|NO|9999-12-31|SI|2018-06-18|NO|9999-12-31|2020-02-28
56861828|SI|2018-08-07|SI|2018-08-07|SI|2017-10-17|2020-02-28
31660170|NO|9999-12-31|SI|2016-06-15|NO|9999-12-31|2020-02-28
88548885|SI|2017-08-22|SI|2017-08-22|SI|2017-08-18|2020-02-28
99848551|NO|9999-12-31|SI|2018-04-12|NO|9999-12-31|2020-02-28
62573599|SI|2019-07-08|SI|2019-07-08|SI|2019-07-08|2020-02-28
43988095|SI|2018-07-26|SI|2018-07-26|SI|2018-04-23|2020-02-28
81237225|NO|9999-12-31|SI|2016-03-19|NO|9999-12-31|2020-02-28
40822138|NO|9999-12-31|SI|2016-06-23|NO|9999-12-31|2020-02-28
16815910|SI|2018-05-16|SI|2018-05-16|SI|2018-01-25|2020-02-28
64609521|SI|2018-08-15|SI|2015-09-01|SI|2018-08-15|2020-02-28
30533920|SI|2017-12-14|SI|2017-12-14|SI|2017-12-14|2020-02-28
11387328|NO|9999-12-31|SI|2016-12-27|NO|9999-12-31|2020-02-28
10359409|SI|2018-06-06|SI|2017-12-28|SI|2018-06-06|2020-02-28
06667834|SI|2019-12-04|SI|2019-12-04|SI|2016-04-25|2020-02-28
54021401|SI|2019-02-14|SI|2019-02-14|SI|2019-02-14|2020-02-28
27417536|NO|9999-12-31|SI|2015-12-29|NO|9999-12-31|2020-02-28
35680507|NO|9999-12-31|SI|2012-08-31|NO|9999-12-31|2020-02-28
57837481|SI|2018-12-26|SI|2018-12-26|SI|2016-12-28|2020-02-28
89660790|NO|9999-12-31|SI|2014-03-26|NO|9999-12-31|2020-02-28
43495429|NO|9999-12-31|SI|2016-04-12|NO|9999-12-31|2020-02-28
18760002|SI|2016-05-03|SI|2016-05-03|SI|2013-09-11|2020-02-28
44800187|SI|2019-06-07|SI|2019-06-07|SI|2019-06-07|2020-02-28
07587818|NO|9999-12-31|NO|9999-12-31|SI|2018-06-27|2020-02-28
58373514|SI|2017-12-26|SI|2017-12-26|SI|2017-05-06|2020-02-28
73188919|NO|9999-12-31|NO|9999-12-31|SI|2019-04-29|2020-02-28
59924718|NO|9999-12-31|SI|2013-12-31|NO|9999-12-31|2020-02-28
34675711|NO|9999-12-31|SI|2016-07-17|NO|9999-12-31|2020-02-28
98857748|SI|2019-03-07|SI|2019-03-07|SI|2019-03-07|2020-02-28
24174041|SI|2017-04-02|SI|2017-04-02|SI|2016-10-19|2020-02-28
85241317|NO|9999-12-31|SI|2016-10-05|NO|9999-12-31|2020-02-28
63740264|SI|2019-05-25|SI|2019-05-25|SI|2019-05-25|2020-02-28
12798920|NO|9999-12-31|SI|2016-04-07|NO|9999-12-31|2020-02-28
08791456|SI|2018-09-17|SI|2018-09-17|SI|2018-09-17|2020-02-28
41855206|NO|9999-12-31|SI|2016-03-18|NO|9999-12-31|2020-02-28
95021640|NO|9999-12-31|SI|2015-05-04|NO|9999-12-31|2020-02-28
15759613|NO|9999-12-31|SI|2016-02-05|NO|9999-12-31|2020-02-28
25306442|NO|9999-12-31|SI|2015-06-23|NO|9999-12-31|2020-02-28
67860678|SI|2019-08-10|SI|2018-11-15|SI|2019-08-10|2020-02-28
62403486|SI|2017-08-15|SI|2017-08-15|SI|2016-10-13|2020-02-28
09174186|NO|9999-12-31|SI|2019-05-16|NO|9999-12-31|2020-02-28
75545356|NO|9999-12-31|SI|2018-08-04|NO|9999-12-31|2020-02-28
20138864|NO|9999-12-31|SI|2016-04-29|NO|9999-12-31|2020-02-28
55270703|NO|9999-12-31|SI|2016-05-05|NO|9999-12-31|2020-02-28
19199088|SI|2018-11-02|SI|2018-11-02|SI|2018-08-21|2020-02-28
62710634|SI|2018-12-11|SI|2018-12-11|SI|2018-12-11|2020-02-28
42651783|NO|9999-12-31|SI|2012-12-26|NO|9999-12-31|2020-02-28
01177639|SI|2019-11-02|SI|2019-11-02|SI|2019-11-02|2020-02-28
79582722|SI|2017-01-23|SI|2017-01-20|SI|2017-01-23|2020-02-28
82946396|SI|2019-02-23|SI|2019-02-23|SI|2019-02-23|2020-02-28
22264007|NO|9999-12-31|SI|2012-04-03|NO|9999-12-31|2020-02-28
54803593|NO|9999-12-31|NO|9999-12-31|SI|2018-04-27|2020-02-28
61630722|NO|9999-12-31|NO|9999-12-31|SI|2017-09-13|2020-02-28
08093387|SI|2018-12-07|SI|2018-12-07|SI|2018-02-12|2020-02-28
12624084|NO|9999-12-31|NO|9999-12-31|SI|2019-04-23|2020-02-28
27247745|SI|2018-12-02|SI|2018-12-02|SI|2018-10-15|2020-02-28
10903753|NO|9999-12-31|SI|2016-09-14|NO|9999-12-31|2020-02-28
96448958|SI|2018-04-02|SI|2018-04-02|SI|2018-03-15|2020-02-28
89639540|NO|9999-12-31|NO|9999-12-31|SI|2020-02-07|2020-02-28
67682957|NO|9999-12-31|SI|2018-09-27|NO|9999-12-31|2020-02-28
14633627|NO|9999-12-31|SI|2018-11-13|NO|9999-12-31|2020-02-28
04678826|SI|2018-04-28|SI|2018-04-28|SI|2018-04-28|2020-02-28
87878536|NO|9999-12-31|SI|2013-11-18|NO|9999-12-31|2020-02-28
64389952|NO|9999-12-31|SI|2016-11-11|NO|9999-12-31|2020-02-28
27444216|NO|9999-12-31|SI|2019-07-12|NO|9999-12-31|2020-02-28
76171358|SI|2019-05-15|SI|2019-05-15|SI|2019-05-15|2020-02-28
96567274|NO|9999-12-31|SI|2019-04-24|NO|9999-12-31|2020-02-28
61057438|NO|9999-12-31|NO|9999-12-31|SI|2019-03-11|2020-02-28
97127122|NO|9999-12-31|SI|2016-06-10|NO|9999-12-31|2020-02-28
15557194|SI|2019-05-30|SI|2019-05-30|SI|2018-06-07|2020-02-28
33270304|NO|9999-12-31|SI|2012-06-07|NO|9999-12-31|2020-02-28
28672741|NO|9999-12-31|SI|2011-08-19|NO|9999-12-31|2020-02-28
00900131|SI|2017-04-28|SI|2017-04-28|SI|2017-03-07|2020-02-28
27998128|NO|9999-12-31|NO|9999-12-31|SI|2017-05-12|2020-02-28
92645859|SI|2019-05-27|SI|2019-05-27|SI|2019-05-27|2020-02-28
67348387|NO|9999-12-31|SI|2015-02-20|NO|9999-12-31|2020-02-28
99835170|SI|2018-08-28|SI|2018-08-28|SI|2017-06-09|2020-02-28
71422508|NO|9999-12-31|NO|9999-12-31|SI|2017-01-18|2020-02-28
49283893|NO|9999-12-31|NO|9999-12-31|SI|2018-10-03|2020-02-28
38119986|NO|9999-12-31|SI|2019-05-02|NO|9999-12-31|2020-02-28
66255457|SI|2018-09-03|SI|2018-09-03|SI|2018-09-03|2020-02-28
30995083|SI|2017-03-20|SI|2017-03-20|SI|2017-03-20|2020-02-28
69253881|SI|2018-02-08|SI|2018-01-19|SI|2018-02-08|2020-02-28
86455592|SI|2019-12-18|SI|2019-12-18|SI|2019-04-03|2020-02-28
46599226|SI|2017-06-09|SI|2016-02-21|SI|2017-06-09|2020-02-28
85365887|NO|9999-12-31|SI|2017-08-22|NO|9999-12-31|2020-02-28
52849798|NO|9999-12-31|SI|2015-08-10|NO|9999-12-31|2020-02-28
92353766|SI|2018-12-28|SI|2018-12-28|SI|2017-10-19|2020-02-28
90618464|NO|9999-12-31|SI|2015-07-02|NO|9999-12-31|2020-02-28
81925576|NO|9999-12-31|SI|2018-04-22|NO|9999-12-31|2020-02-28
55014971|NO|9999-12-31|SI|2016-07-09|NO|9999-12-31|2020-02-28
13595767|NO|9999-12-31|SI|2018-12-20|NO|9999-12-31|2020-02-28
30795399|SI|2017-09-18|SI|2017-09-18|SI|2017-09-18|2020-02-28
37822011|NO|9999-12-31|SI|2015-12-22|NO|9999-12-31|2020-02-28
79864634|NO|9999-12-31|NO|9999-12-31|SI|2018-06-25|2020-02-28
16968996|NO|9999-12-31|NO|9999-12-31|SI|2019-04-23|2020-02-28
26303328|SI|2020-02-07|SI|2020-02-07|SI|2019-10-07|2020-02-28
21460315|SI|2019-01-11|SI|2019-01-11|SI|2019-01-11|2020-02-28
01692869|NO|9999-12-31|SI|2015-12-28|NO|9999-12-31|2020-02-28
76529602|NO|9999-12-31|SI|2013-06-25|NO|9999-12-31|2020-02-28
39724885|SI|2018-08-16|SI|2018-08-16|SI|2018-08-16|2020-02-28
99570669|NO|9999-12-31|NO|9999-12-31|SI|2019-10-16|2020-02-28
19192938|NO|9999-12-31|SI|2018-10-23|NO|9999-12-31|2020-02-28
95899049|NO|9999-12-31|NO|9999-12-31|SI|2016-08-12|2020-02-28
29242805|NO|9999-12-31|SI|2018-05-27|NO|9999-12-31|2020-02-28
52246688|NO|9999-12-31|SI|2012-08-05|NO|9999-12-31|2020-02-28
45075100|NO|9999-12-31|NO|9999-12-31|SI|2017-02-22|2020-02-28
09734050|NO|9999-12-31|SI|2013-06-15|NO|9999-12-31|2020-02-28
22333768|NO|9999-12-31|SI|2016-07-07|NO|9999-12-31|2020-02-28
71307919|NO|9999-12-31|SI|2012-04-09|NO|9999-12-31|2020-02-28
90020847|NO|9999-12-31|SI|2015-11-11|NO|9999-12-31|2020-02-28
40248448|SI|2017-03-17|SI|2015-09-06|SI|2017-03-17|2020-02-28
53558751|NO|9999-12-31|SI|2014-10-30|NO|9999-12-31|2020-02-28
84982206|NO|9999-12-31|SI|2012-02-14|NO|9999-12-31|2020-02-28
72047371|NO|9999-12-31|SI|2015-03-10|NO|9999-12-31|2020-02-28
65269102|NO|9999-12-31|SI|2013-10-17|NO|9999-12-31|2020-02-28
79753512|SI|2019-03-30|SI|2019-03-30|SI|2019-03-30|2020-02-28
23785942|NO|9999-12-31|SI|2014-03-27|NO|9999-12-31|2020-02-28
49079964|NO|9999-12-31|SI|2013-02-06|NO|9999-12-31|2020-02-28
01222065|SI|2018-02-19|SI|2018-02-19|SI|2018-01-31|2020-02-28
42449048|SI|2019-03-14|SI|2019-03-14|SI|2016-08-20|2020-02-28
19389687|SI|2016-02-23|SI|2016-02-23|SI|2016-02-23|2020-02-28
43989103|SI|2019-03-27|SI|2019-03-27|SI|2019-03-27|2020-02-28
95688621|SI|2019-08-02|SI|2019-08-02|SI|2019-08-02|2020-02-28
54781727|NO|9999-12-31|SI|2013-06-13|NO|9999-12-31|2020-02-28
53493045|SI|2018-08-21|SI|2018-08-20|SI|2018-08-21|2020-02-28
99228349|SI|2017-08-09|SI|2017-08-09|SI|2017-08-09|2020-02-28
72891149|SI|2018-01-15|SI|2018-01-15|SI|2018-01-15|2020-02-28
79150971|NO|9999-12-31|SI|2015-05-16|NO|9999-12-31|2020-02-28
98028189|NO|9999-12-31|SI|2020-01-21|NO|9999-12-31|2020-02-28
06809268|NO|9999-12-31|SI|2013-12-20|NO|9999-12-31|2020-02-28
35220781|NO|9999-12-31|SI|2013-12-18|NO|9999-12-31|2020-02-28
31661443|NO|9999-12-31|SI|2013-03-11|NO|9999-12-31|2020-02-28
93449431|SI|2017-10-02|SI|2017-10-02|SI|2017-10-02|2020-02-28
70802823|SI|2019-06-25|SI|2019-06-25|SI|2019-06-25|2020-02-28
05240402|NO|9999-12-31|SI|2012-11-29|NO|9999-12-31|2020-02-28
33412114|NO|9999-12-31|SI|2015-10-10|NO|9999-12-31|2020-02-28
28645912|SI|2018-10-15|SI|2018-10-15|SI|2018-10-15|2020-02-28
47003011|NO|9999-12-31|SI|2015-09-15|NO|9999-12-31|2020-02-28
92898679|SI|2018-01-27|SI|2018-01-27|SI|2018-01-27|2020-02-28
62989353|NO|9999-12-31|SI|2015-05-13|NO|9999-12-31|2020-02-28
36019354|NO|9999-12-31|SI|2015-01-21|NO|9999-12-31|2020-02-28
37237600|NO|9999-12-31|SI|2013-10-28|NO|9999-12-31|2020-02-28
37156453|NO|9999-12-31|SI|2017-06-16|NO|9999-12-31|2020-02-28
87995424|NO|9999-12-31|SI|2018-11-26|NO|9999-12-31|2020-02-28
44226051|NO|9999-12-31|SI|2012-10-15|NO|9999-12-31|2020-02-28
42871461|SI|2017-06-16|SI|2017-06-16|SI|2017-06-16|2020-02-28
44473068|NO|9999-12-31|SI|2015-12-28|NO|9999-12-31|2020-02-28
38446418|NO|9999-12-31|SI|2016-12-13|NO|9999-12-31|2020-02-28
44661898|NO|9999-12-31|SI|2016-01-26|NO|9999-12-31|2020-02-28
58867663|NO|9999-12-31|SI|2013-01-25|NO|9999-12-31|2020-02-28
32241114|NO|9999-12-31|SI|2012-06-07|NO|9999-12-31|2020-02-28
53354669|NO|9999-12-31|SI|2015-11-17|NO|9999-12-31|2020-02-28
61179228|NO|9999-12-31|SI|2016-06-14|NO|9999-12-31|2020-02-28
16947163|NO|9999-12-31|NO|9999-12-31|SI|2017-07-31|2020-02-28
18301258|NO|9999-12-31|SI|2015-05-14|NO|9999-12-31|2020-02-28
70804662|NO|9999-12-31|NO|9999-12-31|SI|2019-03-01|2020-02-28
34092250|NO|9999-12-31|SI|2013-05-17|NO|9999-12-31|2020-02-28
70717765|NO|9999-12-31|SI|2020-01-10|NO|9999-12-31|2020-02-28
68092590|NO|9999-12-31|NO|9999-12-31|SI|2013-07-24|2020-02-28
95544389|NO|9999-12-31|SI|2015-07-11|NO|9999-12-31|2020-02-28
42069676|NO|9999-12-31|SI|2018-03-27|NO|9999-12-31|2020-02-28
21952399|NO|9999-12-31|SI|2017-11-24|NO|9999-12-31|2020-02-28
77792886|NO|9999-12-31|SI|2019-05-28|NO|9999-12-31|2020-02-28
78818002|NO|9999-12-31|SI|2016-06-24|NO|9999-12-31|2020-02-28
89134217|NO|9999-12-31|SI|2019-09-22|NO|9999-12-31|2020-02-28
41767827|SI|2017-04-02|SI|2017-04-02|SI|2016-11-30|2020-02-28
00415439|SI|2020-01-31|SI|2020-01-31|SI|2018-05-25|2020-02-28
41124946|SI|2018-11-02|SI|2018-05-07|SI|2018-11-02|2020-02-28
25469520|NO|9999-12-31|SI|2014-09-15|NO|9999-12-31|2020-02-28
76782782|NO|9999-12-31|NO|9999-12-31|SI|2018-10-03|2020-02-28
30062301|SI|2018-02-13|SI|2018-02-13|SI|2018-01-22|2020-02-28
43225874|NO|9999-12-31|SI|2013-07-06|NO|9999-12-31|2020-02-28
50486683|NO|9999-12-31|SI|2015-12-05|NO|9999-12-31|2020-02-28
98254708|NO|9999-12-31|NO|9999-12-31|SI|2016-11-24|2020-02-28
02781950|SI|2018-04-23|SI|2018-03-05|SI|2018-04-23|2020-02-28
80993842|NO|9999-12-31|SI|2016-01-07|NO|9999-12-31|2020-02-28
13295506|NO|9999-12-31|SI|2013-07-27|NO|9999-12-31|2020-02-28
93769120|SI|2019-11-27|SI|2019-11-27|SI|2019-11-27|2020-02-28
77409620|NO|9999-12-31|SI|2016-01-13|NO|9999-12-31|2020-02-28
66416833|SI|2019-11-15|SI|2019-11-15|SI|2019-11-15|2020-02-28
16989954|NO|9999-12-31|SI|2017-05-25|NO|9999-12-31|2020-02-28
30604977|NO|9999-12-31|SI|2016-08-04|NO|9999-12-31|2020-02-28
55764637|SI|2020-02-09|SI|2020-02-09|SI|2020-01-28|2020-02-28
50813226|NO|9999-12-31|SI|2018-12-06|NO|9999-12-31|2020-02-28
07442493|NO|9999-12-31|NO|9999-12-31|SI|2019-06-26|2020-02-28
27152170|NO|9999-12-31|SI|2016-03-16|NO|9999-12-31|2020-02-28
74843628|SI|2018-12-03|SI|2018-12-03|SI|2018-12-03|2020-02-28
13787613|NO|9999-12-31|SI|2014-04-06|NO|9999-12-31|2020-02-28
61921825|NO|9999-12-31|SI|2019-02-15|NO|9999-12-31|2020-02-28
76682702|SI|2018-08-23|SI|2018-08-23|SI|2018-08-23|2020-02-28
11620942|NO|9999-12-31|SI|2016-06-29|NO|9999-12-31|2020-02-28
30037357|NO|9999-12-31|SI|2017-12-22|NO|9999-12-31|2020-02-28
22725069|SI|2017-02-08|SI|2017-02-08|SI|2017-02-08|2020-02-28
33978390|SI|2017-06-03|SI|2017-06-03|SI|2017-06-03|2020-02-28
39820401|NO|9999-12-31|SI|2009-07-09|NO|9999-12-31|2020-02-28
66408196|NO|9999-12-31|NO|9999-12-31|SI|2019-07-22|2020-02-28
59465112|NO|9999-12-31|SI|2018-11-17|NO|9999-12-31|2020-02-28
55058086|SI|2019-06-20|SI|2019-06-20|SI|2019-06-06|2020-02-28
42907836|SI|2018-06-07|SI|2018-06-07|SI|2018-06-07|2020-02-28
97343064|NO|9999-12-31|SI|2015-05-06|NO|9999-12-31|2020-02-28
73117767|SI|2018-07-17|SI|2018-07-17|SI|2018-07-17|2020-02-28
38401157|NO|9999-12-31|SI|2015-11-02|NO|9999-12-31|2020-02-28
54429648|SI|2018-10-01|SI|2018-10-01|SI|2017-09-08|2020-02-28
49379311|SI|2016-10-06|SI|2016-07-11|SI|2016-10-06|2020-02-28
32330205|NO|9999-12-31|SI|2014-03-21|NO|9999-12-31|2020-02-28
53944809|SI|2019-06-05|SI|2019-06-05|SI|2019-06-05|2020-02-28
80198222|SI|2018-04-09|SI|2018-04-09|SI|2018-04-09|2020-02-28
11872995|SI|2017-04-02|SI|2017-04-02|SI|2016-12-31|2020-02-28
33133325|NO|9999-12-31|SI|2017-04-08|NO|9999-12-31|2020-02-28
91016679|NO|9999-12-31|SI|2012-12-26|NO|9999-12-31|2020-02-28
76978354|NO|9999-12-31|SI|2015-10-12|NO|9999-12-31|2020-02-28
29281272|NO|9999-12-31|SI|2013-09-12|NO|9999-12-31|2020-02-28
09786175|NO|9999-12-31|SI|2017-10-04|NO|9999-12-31|2020-02-28
55594919|NO|9999-12-31|SI|2019-07-30|NO|9999-12-31|2020-02-28
47116758|NO|9999-12-31|SI|2013-05-21|NO|9999-12-31|2020-02-28
60192711|NO|9999-12-31|NO|9999-12-31|SI|2017-10-06|2020-02-28
80393918|NO|9999-12-31|NO|9999-12-31|SI|2018-04-17|2020-02-28
86732318|SI|2019-08-13|SI|2019-08-13|SI|2019-08-13|2020-02-28
41749136|SI|2018-10-03|SI|2018-10-03|SI|2014-05-23|2020-02-28
28970493|NO|9999-12-31|SI|2015-10-10|NO|9999-12-31|2020-02-28
64113693|NO|9999-12-31|SI|2013-02-27|NO|9999-12-31|2020-02-28
57580054|SI|2017-01-23|SI|2017-01-23|SI|2017-01-23|2020-02-28
46287739|NO|9999-12-31|SI|2015-09-29|NO|9999-12-31|2020-02-28
11336881|NO|9999-12-31|NO|9999-12-31|SI|2017-06-30|2020-02-28
70037736|SI|2019-06-08|SI|2019-06-08|SI|2018-12-12|2020-02-28
70457306|NO|9999-12-31|SI|2019-11-18|NO|9999-12-31|2020-02-28
90201043|NO|9999-12-31|SI|2014-08-01|NO|9999-12-31|2020-02-28
97578833|SI|2018-04-01|SI|2018-04-01|SI|2017-10-02|2020-02-28
88842320|NO|9999-12-31|SI|2013-06-11|NO|9999-12-31|2020-02-28
